Year,Année,ISO,Jurisdiction,Juridiction,Cause,Origine,Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de données
1998,1998,QC,Quebec,Québec,Lightning,Foudre,404977.5,a,404977.5,a
1998,1998,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,158432.55,a,158432.55,a
1998,1998,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,886263.669999999,a,886263.669999999,a
1998,1998,YT,Yukon,Yukon,Human activity,Activités humaines,63760.7300000001,a,63760.7300000001,a
1998,1998,YT,Yukon,Yukon,Lightning,Foudre,279911.67,a,279911.67,a
1998,1998,YT,Yukon,Yukon,Unspecified,Indéterminée,59,a,59,a
1999,1999,AB,Alberta,Alberta,Human activity,Activités humaines,6198.16000000001,a,6198.16000000001,a
1999,1999,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,0,a,0,a
1999,1999,AB,Alberta,Alberta,Lightning,Foudre,183739.9,a,183739.9,a
1999,1999,AB,Alberta,Alberta,Unspecified,Indéterminée,57.21,a,57.21,a
1999,1999,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,4834.00000000001,a,4834.00000000001,a
1999,1999,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,6721.41000000007,a,6721.41000000007,a
1999,1999,MB,Manitoba,Manitoba,Human activity,Activités humaines,53387.8,a,53387.8,a
1999,1999,MB,Manitoba,Manitoba,Lightning,Foudre,57065.6999999999,a,57065.6999999999,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,831.000000000002,a,831.000000000002,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,545.700000000002,a,545.700000000002,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,76.1,a,76.1,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,11262.4,a,11262.4,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,27777.8,a,27777.8,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,1788.38999999999,a,1788.38999999999,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,16.36,a,16.36,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,18.69,a,18.69,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,31.65,a,31.65,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burn,Brûlage dirigé,11158,a,11158,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,549844.38,a,549844.38,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,0.61,a,0.61,a
1999,1999,ON,Ontario,Ontario,Human activity,Activités humaines,251129.600000958,a,251129.600000958,a
1999,1999,ON,Ontario,Ontario,Lightning,Foudre,76924.800000649,a,76924.800000649,a
1999,1999,ON,Ontario,Ontario,Unspecified,Indéterminée,272.400000151,a,272.400000151,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,73,a,73,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,,a,,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,4,a,4,a
1999,1999,QC,Quebec,Québec,Human activity,Activités humaines,3927.79999999999,a,3927.79999999999,a
1999,1999,QC,Quebec,Québec,Lightning,Foudre,93819.4000000001,a,93819.4000000001,a
1999,1999,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,9135.45,a,9135.45,a
1999,1999,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,171684.79,a,171684.79,a
1999,1999,YT,Yukon,Yukon,Human activity,Activités humaines,3280.24,a,3280.24,a
1999,1999,YT,Yukon,Yukon,Lightning,Foudre,191536.24,a,191536.24,a
2000,2000,AB,Alberta,Alberta,Human activity,Activités humaines,8657.97000000002,a,8657.97000000002,a
2000,2000,AB,Alberta,Alberta,Lightning,Foudre,16574.85,a,16574.85,a
2000,2000,AB,Alberta,Alberta,Unspecified,Indéterminée,18.76,a,18.76,a
2000,2000,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,11399.2540000001,a,11399.2540000001,a
2000,2000,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,6409.4580000001,a,6409.4580000001,a
2000,2000,MB,Manitoba,Manitoba,Human activity,Activités humaines,1616,a,1616,a
2000,2000,MB,Manitoba,Manitoba,Unspecified,Indéterminée,111699.272,a,111699.272,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,371.98,a,371.98,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,70.7999999999999,a,70.7999999999999,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,50.3,a,50.3,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,232,a,232,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,103304.167,a,103304.167,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,300.87,a,300.87,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,1.99,a,1.99,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,185.31,a,185.31,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,20.83,a,20.83,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burn,Brûlage dirigé,17.8,a,17.8,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,177796.14,a,177796.14,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,1.02,a,1.02,a
2000,2000,ON,Ontario,Ontario,Human activity,Activités humaines,1420.500002974,a,1420.500002974,a
2000,2000,ON,Ontario,Ontario,Lightning,Foudre,5293.200000484,a,5293.200000484,a
2000,2000,ON,Ontario,Ontario,Unspecified,Indéterminée,64.70000003,a,64.70000003,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,,a,,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,,a,,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,,a,,a
2000,2000,QC,Quebec,Québec,Human activity,Activités humaines,672.520000000001,a,672.520000000001,a
2000,2000,QC,Quebec,Québec,Lightning,Foudre,38535.9,a,38535.9,a
2000,2000,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,10795.03,a,10795.03,a
2000,2000,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,130628.08,a,130628.08,a
2000,2000,YT,Yukon,Yukon,Human activity,Activités humaines,10.33,a,10.33,a
2000,2000,YT,Yukon,Yukon,Lightning,Foudre,7642.53,a,7642.53,a
2000,2000,YT,Yukon,Yukon,Unspecified,Indéterminée,363,a,363,a
2001,2001,AB,Alberta,Alberta,Human activity,Activités humaines,139800.316,a,139800.316,a
2001,2001,AB,Alberta,Alberta,Lightning,Foudre,27108.301,a,27108.301,a
2001,2001,AB,Alberta,Alberta,Unspecified,Indéterminée,78.492,a,78.492,a
2001,2001,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,5191.51900000002,a,5191.51900000002,a
2001,2001,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,8981.69000000003,a,8981.69000000003,a
2001,2001,MB,Manitoba,Manitoba,Human activity,Activités humaines,499.3,a,499.3,a
2001,2001,MB,Manitoba,Manitoba,Unspecified,Indéterminée,80521.8290000005,a,80521.8290000005,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,486.503000000001,a,486.503000000001,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,25.3,a,25.3,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,264.1,a,264.1,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,324.7,a,324.7,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,640.988,a,640.988,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,471.302999999999,a,471.302999999999,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,8.15,a,8.15,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,50.06,a,50.06,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,5.23,a,5.23,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,116756.49,a,116756.49,a
2001,2001,ON,Ontario,Ontario,Human activity,Activités humaines,1520.100000282,a,1520.100000282,a
2001,2001,ON,Ontario,Ontario,Lightning,Foudre,9256.000000927,a,9256.000000927,a
2001,2001,ON,Ontario,Ontario,Unspecified,Indéterminée,89.700000008,a,89.700000008,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,13,a,13,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,16,a,16,a
2001,2001,QC,Quebec,Québec,Human activity,Activités humaines,5901.30000000002,a,5901.30000000002,a
2001,2001,QC,Quebec,Québec,Lightning,Foudre,27190.9,a,27190.9,a
2001,2001,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,39408.7599999999,a,39408.7599999999,a
2001,2001,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,165724.96,a,165724.96,a
2001,2001,YT,Yukon,Yukon,Human activity,Activités humaines,6.82,a,6.82,a
2001,2001,YT,Yukon,Yukon,Lightning,Foudre,17327.66,a,17327.66,a
2002,2002,AB,Alberta,Alberta,Human activity,Activités humaines,248041.000000002,a,248041.000000002,a
2002,2002,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,7,a,7,a
2002,2002,AB,Alberta,Alberta,Lightning,Foudre,252498.030000003,a,252498.030000003,a
2002,2002,AB,Alberta,Alberta,Unspecified,Indéterminée,8.39,a,8.39,a
2002,2002,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,4366.66300000001,a,4366.66300000001,a
2002,2002,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,4219.49700000002,a,4219.49700000002,a
2002,2002,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,0.4,a,0.4,a
2002,2002,MB,Manitoba,Manitoba,Human activity,Activités humaines,1535,a,1535,a
2002,2002,MB,Manitoba,Manitoba,Unspecified,Indéterminée,95404.7900000003,a,95404.7900000003,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,255.5,a,255.5,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,33,a,33,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,37,a,37,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,385.1,a,385.1,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,14524.546,a,14524.546,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,191.35,a,191.35,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,9.72,a,9.72,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,11.49,a,11.49,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,18.04,a,18.04,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,27067.63,a,27067.63,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,3.5,a,3.5,a
2002,2002,ON,Ontario,Ontario,Human activity,Activités humaines,2351.700001148,a,2351.700001148,a
2002,2002,ON,Ontario,Ontario,Lightning,Foudre,178041.900001898,a,178041.900001898,a
2002,2002,ON,Ontario,Ontario,Unspecified,Indéterminée,1851.09999993,a,1851.09999993,a
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,132,a,132,a
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,0,a,0,a
2002,2002,QC,Quebec,Québec,Human activity,Activités humaines,5943.30999999999,a,5943.30999999999,a
2002,2002,QC,Quebec,Québec,Lightning,Foudre,1007806.61,a,1007806.61,a
2002,2002,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,101681.75,a,101681.75,a
2002,2002,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,780974.570000001,a,780974.570000001,a
2002,2002,YT,Yukon,Yukon,Human activity,Activités humaines,22.76,a,22.76,a
2002,2002,YT,Yukon,Yukon,Lightning,Foudre,36181.45,a,36181.45,a
2003,2003,AB,Alberta,Alberta,Human activity,Activités humaines,39243.05,a,39243.05,a
2003,2003,AB,Alberta,Alberta,Lightning,Foudre,145144.36,a,145144.36,a
2003,2003,AB,Alberta,Alberta,Unspecified,Indéterminée,19958.31,a,19958.31,a
2003,2003,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,81752.3830000001,a,81752.3830000001,a
2003,2003,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,201650.429,a,201650.429,a
2003,2003,MB,Manitoba,Manitoba,Human activity,Activités humaines,3203,a,3203,a
2003,2003,MB,Manitoba,Manitoba,Unspecified,Indéterminée,938176.427000005,a,938176.427000005,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,214.9,a,214.9,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,4.3,a,4.3,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,20.2,a,20.2,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,683,a,683,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,27028.13,a,27028.13,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,1235.99,a,1235.99,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0.13,a,0.13,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,20.64,a,20.64,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,9.3,a,9.3,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,127812.1,a,127812.1,a
2003,2003,ON,Ontario,Ontario,Human activity,Activités humaines,8397.600001606,a,8397.600001606,a
2003,2003,ON,Ontario,Ontario,Lightning,Foudre,309984.900000547,a,309984.900000547,a
2003,2003,ON,Ontario,Ontario,Unspecified,Indéterminée,734.099999835,a,734.099999835,a
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,11,a,11,a
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,1,a,1,a
2003,2003,QC,Quebec,Québec,Human activity,Activités humaines,9783.10100000004,a,9783.10100000004,a
2003,2003,QC,Quebec,Québec,Lightning,Foudre,78462.3,a,78462.3,a
2003,2003,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,12883.93,a,12883.93,a
2003,2003,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,113205.32,a,113205.32,a
2003,2003,YT,Yukon,Yukon,Human activity,Activités humaines,2940.47,a,2940.47,a
2003,2003,YT,Yukon,Yukon,Lightning,Foudre,45844.86,a,45844.86,a
2004,2004,AB,Alberta,Alberta,Human activity,Activités humaines,6648.9900000001,a,6648.9900000001,a
2004,2004,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,0.2,a,0.2,a
2004,2004,AB,Alberta,Alberta,Lightning,Foudre,425626.130000002,a,425626.130000002,a
2004,2004,AB,Alberta,Alberta,Reburn,Rebrûlage,41.01,a,41.01,a
2004,2004,AB,Alberta,Alberta,Unspecified,Indéterminée,9.26,a,9.26,a
2004,2004,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,2175.457,a,2175.457,a
2004,2004,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,218120.909999997,a,218120.909999997,a
2004,2004,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,0.1,a,0.1,a
2004,2004,MB,Manitoba,Manitoba,Human activity,Activités humaines,1062,a,1062,a
2004,2004,MB,Manitoba,Manitoba,Lightning,Foudre,18074.1,a,18074.1,a
2004,2004,MB,Manitoba,Manitoba,Unspecified,Indéterminée,8384.3,a,8384.3,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,388.8,a,388.8,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,4.6,a,4.6,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,68.4,a,68.4,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,1224.532,a,1224.532,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,931.586,a,931.586,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,287.519999999999,a,287.519999999999,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0.45,a,0.45,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,1.87,a,1.87,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,7637.95,a,7637.95,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,501430.38,a,501430.38,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,8287.7,a,8287.7,a
2004,2004,ON,Ontario,Ontario,Human activity,Activités humaines,1587.799999129,a,1587.799999129,a
2004,2004,ON,Ontario,Ontario,Lightning,Foudre,120.20000044,a,120.20000044,a
2004,2004,ON,Ontario,Ontario,Unspecified,Indéterminée,9.599999983,a,9.599999983,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,13,a,13,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,2,a,2,a
2004,2004,QC,Quebec,Québec,Human activity,Activités humaines,815.600600000001,a,815.600600000001,a
2004,2004,QC,Quebec,Québec,Lightning,Foudre,2242.1,a,2242.1,a
2004,2004,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,7407.16,a,7407.16,a
2004,2004,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,250726.45,a,250726.45,a
2004,2004,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,5,a,5,a
2004,2004,YT,Yukon,Yukon,Human activity,Activités humaines,11631.47,a,11631.47,a
2004,2004,YT,Yukon,Yukon,Lightning,Foudre,1708032.62,a,1708032.62,a
2005,2005,AB,Alberta,Alberta,Human activity,Activités humaines,12715.0510000002,a,12715.0510000002,a
2005,2005,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,3.91,a,3.91,a
2005,2005,AB,Alberta,Alberta,Lightning,Foudre,79604.3800000002,a,79604.3800000002,a
2005,2005,AB,Alberta,Alberta,Reburn,Rebrûlage,0.12,a,0.12,a
2005,2005,AB,Alberta,Alberta,Unspecified,Indéterminée,45.49,a,45.49,a
2005,2005,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,9735.40500000002,a,9735.40500000002,a
2005,2005,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,27097.5709999997,a,27097.5709999997,a
2005,2005,MB,Manitoba,Manitoba,Human activity,Activités humaines,6189.3,a,6189.3,a
2005,2005,MB,Manitoba,Manitoba,Lightning,Foudre,69102.4000000001,a,69102.4000000001,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,459.4,a,459.4,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,9.9,a,9.9,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,33,a,33,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,187.2,a,187.2,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,18061.319,a,18061.319,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,472,a,472,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0,a,0,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,23,a,23,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,9.11,a,9.11,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,216865.2,a,216865.2,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,1258.31,a,1258.31,a
2005,2005,ON,Ontario,Ontario,Human activity,Activités humaines,3167.900004724,a,3167.900004724,a
2005,2005,ON,Ontario,Ontario,Lightning,Foudre,39138.9499999,a,39138.9499999,a
2005,2005,ON,Ontario,Ontario,Unspecified,Indéterminée,44.000000052,a,44.000000052,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,44,a,44,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,6,a,6,a
2005,2005,QC,Quebec,Québec,Human activity,Activités humaines,33369.5999999999,a,33369.5999999999,a
2005,2005,QC,Quebec,Québec,Lightning,Foudre,766770.699999997,a,766770.699999997,a
2005,2005,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,9333.44000000001,a,9333.44000000001,a
2005,2005,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,205584.27,a,205584.27,a
2005,2005,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,0.7,a,0.7,a
2005,2005,YT,Yukon,Yukon,Human activity,Activités humaines,1.51,a,1.51,a
2005,2005,YT,Yukon,Yukon,Lightning,Foudre,187436.83,a,187436.83,a
2006,2006,AB,Alberta,Alberta,Human activity,Activités humaines,23935.0999999994,a,23935.0999999994,a
2006,2006,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,1.79,a,1.79,a
2006,2006,AB,Alberta,Alberta,Lightning,Foudre,106317.419999999,a,106317.419999999,a
2006,2006,AB,Alberta,Alberta,Reburn,Rebrûlage,33.26,a,33.26,a
2006,2006,AB,Alberta,Alberta,Unspecified,Indéterminée,6024.26,a,6024.26,a
2006,2006,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,9714.72300000005,a,9714.72300000005,a
2006,2006,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,129709.729000004,a,129709.729000004,a
2006,2006,MB,Manitoba,Manitoba,Human activity,Activités humaines,8113.40000000003,a,8113.40000000003,a
2006,2006,MB,Manitoba,Manitoba,Lightning,Foudre,159437.000000001,a,159437.000000001,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,574.4,a,574.4,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,8.69999999999999,a,8.69999999999999,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,41.5,a,41.5,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,153.7,a,153.7,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,3311.868,a,3311.868,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,1562.01,a,1562.01,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,484,a,484,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,68.68,a,68.68,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,61312.35,a,61312.35,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,16,a,16,a
2006,2006,ON,Ontario,Ontario,Human activity,Activités humaines,2113.199998213,a,2113.199998213,a
2006,2006,ON,Ontario,Ontario,Lightning,Foudre,145302.600007108,a,145302.600007108,a
2006,2006,ON,Ontario,Ontario,Unspecified,Indéterminée,2572.500000091,a,2572.500000091,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,48,a,48,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,3,a,3,a
2006,2006,QC,Quebec,Québec,Human activity,Activités humaines,65212.0999999999,a,65212.0999999999,a
2006,2006,QC,Quebec,Québec,Lightning,Foudre,71140.5000000001,a,71140.5000000001,a
2006,2006,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,182545.97,a,182545.97,a
2006,2006,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,1025561.09,a,1025561.09,a
2006,2006,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,327.5,a,327.5,a
2006,2006,YT,Yukon,Yukon,Human activity,Activités humaines,4.04,a,4.04,a
2006,2006,YT,Yukon,Yukon,Lightning,Foudre,95029.3,a,95029.3,a
2007,2007,AB,Alberta,Alberta,Human activity,Activités humaines,1765.57999999999,a,1765.57999999999,a
2007,2007,AB,Alberta,Alberta,Lightning,Foudre,324225.279999999,a,324225.279999999,a
2007,2007,AB,Alberta,Alberta,Reburn,Rebrûlage,1.2,a,1.2,a
2007,2007,AB,Alberta,Alberta,Unspecified,Indéterminée,2.25,a,2.25,a
2007,2007,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,12743.0780000001,a,12743.0780000001,a
2007,2007,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,17243.276,a,17243.276,a
2007,2007,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,0.5,a,0.5,a
2007,2007,MB,Manitoba,Manitoba,Human activity,Activités humaines,5512.9,a,5512.9,a
2007,2007,MB,Manitoba,Manitoba,Lightning,Foudre,331367.899999999,a,331367.899999999,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,384.4,a,384.4,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,25.2,a,25.2,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,183.4,a,183.4,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,324.146,a,324.146,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,11026.484,a,11026.484,a
