Year,Année,ISO,Jurisdiction,Juridiction,Month,Mois,Number,Data Qualifier,Nombre,Qualificatifs de données
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,32,a,32,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,26,a,26,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,9,a,9,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,12,a,12,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,76,a,76,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,148,a,148,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,43,a,43,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,10,a,10,a
2012,2012,ON,Ontario,Ontario,January,Janvier,1,a,1,a
2012,2012,ON,Ontario,Ontario,October,Octobre,13,a,13,a
2012,2012,ON,Ontario,Ontario,November,Novembre,2,a,2,a
2012,2012,ON,Ontario,Ontario,March,Mars,16,a,16,a
2012,2012,ON,Ontario,Ontario,April,Avril,136,a,136,a
2012,2012,ON,Ontario,Ontario,May,Mai,276,a,276,a
2012,2012,ON,Ontario,Ontario,June,Juin,125,a,125,a
2012,2012,ON,Ontario,Ontario,July,Juillet,710,a,710,a
2012,2012,ON,Ontario,Ontario,August,Août,181,a,181,a
2012,2012,ON,Ontario,Ontario,September,Septembre,175,a,175,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,2,a,2,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,1,a,1,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,1,a,1,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,1,a,1,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,0,a,0,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,3,a,3,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,0,a,0,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,0,a,0,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,0,a,0,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
2012,2012,QC,Quebec,Québec,October,Octobre,7,a,7,a
2012,2012,QC,Quebec,Québec,November,Novembre,3,a,3,a
2012,2012,QC,Quebec,Québec,March,Mars,14,a,14,a
2012,2012,QC,Quebec,Québec,April,Avril,113,a,113,a
2012,2012,QC,Quebec,Québec,May,Mai,181,a,181,a
2012,2012,QC,Quebec,Québec,June,Juin,94,a,94,a
2012,2012,QC,Quebec,Québec,July,Juillet,268,a,268,a
2012,2012,QC,Quebec,Québec,August,Août,86,a,86,a
2012,2012,QC,Quebec,Québec,September,Septembre,32,a,32,a
2012,2012,SK,Saskatchewan,Saskatchewan,October,Octobre,2,a,2,a
2012,2012,SK,Saskatchewan,Saskatchewan,November,Novembre,2,a,2,a
2012,2012,SK,Saskatchewan,Saskatchewan,March,Mars,1,a,1,a
2012,2012,SK,Saskatchewan,Saskatchewan,April,Avril,40,a,40,a
2012,2012,SK,Saskatchewan,Saskatchewan,May,Mai,89,a,89,a
2012,2012,SK,Saskatchewan,Saskatchewan,June,Juin,38,a,38,a
2012,2012,SK,Saskatchewan,Saskatchewan,July,Juillet,169,a,169,a
2012,2012,SK,Saskatchewan,Saskatchewan,August,Août,72,a,72,a
2012,2012,SK,Saskatchewan,Saskatchewan,September,Septembre,15,a,15,a
2012,2012,YT,Yukon,Yukon,May,Mai,4,a,4,a
2012,2012,YT,Yukon,Yukon,June,Juin,74,a,74,a
2012,2012,YT,Yukon,Yukon,July,Juillet,29,a,29,a
2012,2012,YT,Yukon,Yukon,August,Août,19,a,19,a
2012,2012,YT,Yukon,Yukon,September,Septembre,1,a,1,a
2013,2013,AB,Alberta,Alberta,January,Janvier,1,a,1,a
2013,2013,AB,Alberta,Alberta,October,Octobre,26,a,26,a
2013,2013,AB,Alberta,Alberta,November,Novembre,15,a,15,a
2013,2013,AB,Alberta,Alberta,December,Décembre,1,a,1,a
2013,2013,AB,Alberta,Alberta,February,Février,3,a,3,a
2013,2013,AB,Alberta,Alberta,March,Mars,9,a,9,a
2013,2013,AB,Alberta,Alberta,April,Avril,37,a,37,a
2013,2013,AB,Alberta,Alberta,May,Mai,529,a,529,a
2013,2013,AB,Alberta,Alberta,June,Juin,132,a,132,a
2013,2013,AB,Alberta,Alberta,July,Juillet,211,a,211,a
2013,2013,AB,Alberta,Alberta,August,Août,180,a,180,a
2013,2013,AB,Alberta,Alberta,September,Septembre,135,a,135,a
2013,2013,BC,British Columbia,Colombie-Britannique,January,Janvier,1,a,1,a
2013,2013,BC,British Columbia,Colombie-Britannique,October,Octobre,43,a,43,a
2013,2013,BC,British Columbia,Colombie-Britannique,November,Novembre,1,a,1,a
2013,2013,BC,British Columbia,Colombie-Britannique,December,Décembre,2,a,2,a
2013,2013,BC,British Columbia,Colombie-Britannique,March,Mars,21,a,21,a
2013,2013,BC,British Columbia,Colombie-Britannique,April,Avril,85,a,85,a
2013,2013,BC,British Columbia,Colombie-Britannique,May,Mai,128,a,128,a
2013,2013,BC,British Columbia,Colombie-Britannique,June,Juin,101,a,101,a
2013,2013,BC,British Columbia,Colombie-Britannique,July,Juillet,367,a,367,a
2013,2013,BC,British Columbia,Colombie-Britannique,August,Août,999,a,999,a
2013,2013,BC,British Columbia,Colombie-Britannique,September,Septembre,131,a,131,a
2013,2013,MB,Manitoba,Manitoba,November,Novembre,1,a,1,a
2013,2013,MB,Manitoba,Manitoba,April,Avril,3,a,3,a
2013,2013,MB,Manitoba,Manitoba,May,Mai,71,a,71,a
2013,2013,MB,Manitoba,Manitoba,June,Juin,106,a,106,a
2013,2013,MB,Manitoba,Manitoba,July,Juillet,169,a,169,a
2013,2013,MB,Manitoba,Manitoba,August,Août,103,a,103,a
2013,2013,MB,Manitoba,Manitoba,September,Septembre,43,a,43,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,3,a,3,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,March,Mars,3,a,3,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,April,Avril,176,a,176,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,May,Mai,123,a,123,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,June,Juin,7,a,7,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,34,a,34,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,August,Août,7,a,7,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,2,a,2,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,2,a,2,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,7,a,7,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,21,a,21,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,10,a,10,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,22,a,22,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,7,a,7,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,3,a,3,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,59,a,59,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,85,a,85,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,2,a,2,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,6,a,6,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,17,a,17,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,2,a,2,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,4,a,4,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,152,a,152,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,77,a,77,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,19,a,19,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,5,a,5,a
2013,2013,ON,Ontario,Ontario,October,Octobre,8,a,8,a
2013,2013,ON,Ontario,Ontario,April,Avril,19,a,19,a
2013,2013,ON,Ontario,Ontario,May,Mai,140,a,140,a
2013,2013,ON,Ontario,Ontario,June,Juin,122,a,122,a
2013,2013,ON,Ontario,Ontario,July,Juillet,168,a,168,a
2013,2013,ON,Ontario,Ontario,August,Août,105,a,105,a
2013,2013,ON,Ontario,Ontario,September,Septembre,20,a,20,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,May,Mai,1,a,1,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,4,a,4,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,1,a,1,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,1,a,1,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,1,a,1,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,0,a,0,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,3,a,3,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,0,a,0,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,0,a,0,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,0,a,0,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
2013,2013,QC,Quebec,Québec,October,Octobre,15,a,15,a
2013,2013,QC,Quebec,Québec,November,Novembre,3,a,3,a
2013,2013,QC,Quebec,Québec,April,Avril,64,a,64,a
2013,2013,QC,Quebec,Québec,May,Mai,164,a,164,a
2013,2013,QC,Quebec,Québec,June,Juin,89,a,89,a
2013,2013,QC,Quebec,Québec,July,Juillet,138,a,138,a
2013,2013,QC,Quebec,Québec,August,Août,40,a,40,a
2013,2013,QC,Quebec,Québec,September,Septembre,15,a,15,a
2013,2013,SK,Saskatchewan,Saskatchewan,October,Octobre,6,a,6,a
2013,2013,SK,Saskatchewan,Saskatchewan,April,Avril,4,a,4,a
2013,2013,SK,Saskatchewan,Saskatchewan,May,Mai,177,a,177,a
2013,2013,SK,Saskatchewan,Saskatchewan,June,Juin,51,a,51,a
2013,2013,SK,Saskatchewan,Saskatchewan,July,Juillet,48,a,48,a
2013,2013,SK,Saskatchewan,Saskatchewan,August,Août,115,a,115,a
2013,2013,SK,Saskatchewan,Saskatchewan,September,Septembre,48,a,48,a
2013,2013,YT,Yukon,Yukon,May,Mai,7,a,7,a
2013,2013,YT,Yukon,Yukon,June,Juin,100,a,100,a
2013,2013,YT,Yukon,Yukon,July,Juillet,29,a,29,a
2013,2013,YT,Yukon,Yukon,August,Août,39,a,39,a
2013,2013,YT,Yukon,Yukon,September,Septembre,2,a,2,a
2014,2014,AB,Alberta,Alberta,January,Janvier,9,a,9,a
2014,2014,AB,Alberta,Alberta,October,Octobre,39,a,39,a
2014,2014,AB,Alberta,Alberta,November,Novembre,15,a,15,a
2014,2014,AB,Alberta,Alberta,December,Décembre,2,a,2,a
2014,2014,AB,Alberta,Alberta,March,Mars,11,a,11,a
2014,2014,AB,Alberta,Alberta,April,Avril,81,a,81,a
2014,2014,AB,Alberta,Alberta,May,Mai,360,a,360,a
2014,2014,AB,Alberta,Alberta,June,Juin,282,a,282,a
2014,2014,AB,Alberta,Alberta,July,Juillet,330,a,330,a
2014,2014,AB,Alberta,Alberta,August,Août,263,a,263,a
2014,2014,AB,Alberta,Alberta,September,Septembre,114,a,114,a
2014,2014,BC,British Columbia,Colombie-Britannique,January,Janvier,1,a,1,a
2014,2014,BC,British Columbia,Colombie-Britannique,October,Octobre,40,a,40,a
2014,2014,BC,British Columbia,Colombie-Britannique,December,Décembre,2,a,2,a
2014,2014,BC,British Columbia,Colombie-Britannique,February,Février,4,a,4,a
2014,2014,BC,British Columbia,Colombie-Britannique,March,Mars,10,a,10,a
2014,2014,BC,British Columbia,Colombie-Britannique,April,Avril,107,a,107,a
2014,2014,BC,British Columbia,Colombie-Britannique,May,Mai,105,a,105,a
2014,2014,BC,British Columbia,Colombie-Britannique,June,Juin,132,a,132,a
2014,2014,BC,British Columbia,Colombie-Britannique,July,Juillet,485,a,485,a
2014,2014,BC,British Columbia,Colombie-Britannique,August,Août,502,a,502,a
2014,2014,BC,British Columbia,Colombie-Britannique,September,Septembre,90,a,90,a
2014,2014,MB,Manitoba,Manitoba,October,Octobre,1,a,1,a
2014,2014,MB,Manitoba,Manitoba,April,Avril,5,a,5,a
2014,2014,MB,Manitoba,Manitoba,May,Mai,41,a,41,a
2014,2014,MB,Manitoba,Manitoba,June,Juin,49,a,49,a
2014,2014,MB,Manitoba,Manitoba,July,Juillet,45,a,45,a
2014,2014,MB,Manitoba,Manitoba,August,Août,94,a,94,a
2014,2014,MB,Manitoba,Manitoba,September,Septembre,11,a,11,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,5,a,5,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,April,Avril,39,a,39,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,May,Mai,79,a,79,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,June,Juin,20,a,20,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,16,a,16,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,August,Août,12,a,12,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,9,a,9,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,1,a,1,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,1,a,1,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,5,a,5,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,1,a,1,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,41,a,41,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,71,a,71,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,23,a,23,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,13,a,13,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,10,a,10,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,8,a,8,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,1,a,1,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,4,a,4,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,118,a,118,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,188,a,188,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,77,a,77,a
2014,2014,ON,Ontario,Ontario,October,Octobre,6,a,6,a
2014,2014,ON,Ontario,Ontario,March,Mars,1,a,1,a
2014,2014,ON,Ontario,Ontario,April,Avril,5,a,5,a
2014,2014,ON,Ontario,Ontario,May,Mai,54,a,54,a
2014,2014,ON,Ontario,Ontario,June,Juin,73,a,73,a
2014,2014,ON,Ontario,Ontario,July,Juillet,86,a,86,a
2014,2014,ON,Ontario,Ontario,August,Août,77,a,77,a
2014,2014,ON,Ontario,Ontario,September,Septembre,7,a,7,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,,a,,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,,a,,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,,a,,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,,a,,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,,a,,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,,a,,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,2,a,2,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,,a,,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,1,a,1,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,,a,,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,,a,,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,1,a,1,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,,a,,a
2014,2014,QC,Quebec,Québec,October,Octobre,5,a,5,a
2014,2014,QC,Quebec,Québec,November,Novembre,4,a,4,a
2014,2014,QC,Quebec,Québec,April,Avril,14,a,14,a
2014,2014,QC,Quebec,Québec,May,Mai,57,a,57,a
2014,2014,QC,Quebec,Québec,June,Juin,72,a,72,a
2014,2014,QC,Quebec,Québec,July,Juillet,66,a,66,a
2014,2014,QC,Quebec,Québec,August,Août,67,a,67,a
2014,2014,QC,Quebec,Québec,September,Septembre,11,a,11,a
2014,2014,SK,Saskatchewan,Saskatchewan,October,Octobre,3,a,3,a
2014,2014,SK,Saskatchewan,Saskatchewan,April,Avril,5,a,5,a
2014,2014,SK,Saskatchewan,Saskatchewan,May,Mai,142,a,142,a
2014,2014,SK,Saskatchewan,Saskatchewan,June,Juin,37,a,37,a
2014,2014,SK,Saskatchewan,Saskatchewan,July,Juillet,111,a,111,a
2014,2014,SK,Saskatchewan,Saskatchewan,August,Août,97,a,97,a
2014,2014,SK,Saskatchewan,Saskatchewan,September,Septembre,10,a,10,a
2014,2014,YT,Yukon,Yukon,April,Avril,1,a,1,a
2014,2014,YT,Yukon,Yukon,May,Mai,4,a,4,a
2014,2014,YT,Yukon,Yukon,June,Juin,14,a,14,a
2014,2014,YT,Yukon,Yukon,July,Juillet,10,a,10,a
2014,2014,YT,Yukon,Yukon,August,Août,5,a,5,a
2015,2015,AB,Alberta,Alberta,January,Janvier,2,a,2,a
2015,2015,AB,Alberta,Alberta,October,Octobre,62,a,62,a
2015,2015,AB,Alberta,Alberta,November,Novembre,23,a,23,a
2015,2015,AB,Alberta,Alberta,December,Décembre,8,a,8,a
2015,2015,AB,Alberta,Alberta,February,Février,4,a,4,a
2015,2015,AB,Alberta,Alberta,March,Mars,32,a,32,a
2015,2015,AB,Alberta,Alberta,April,Avril,277,a,277,a
2015,2015,AB,Alberta,Alberta,May,Mai,505,a,505,a
2015,2015,AB,Alberta,Alberta,June,Juin,504,a,504,a
2015,2015,AB,Alberta,Alberta,July,Juillet,318,a,318,a
2015,2015,AB,Alberta,Alberta,August,Août,162,a,162,a
2015,2015,AB,Alberta,Alberta,September,Septembre,55,a,55,a
2015,2015,BC,British Columbia,Colombie-Britannique,October,Octobre,27,a,27,a
2015,2015,BC,British Columbia,Colombie-Britannique,November,Novembre,3,a,3,a
2015,2015,BC,British Columbia,Colombie-Britannique,December,Décembre,1,a,1,a
2015,2015,BC,British Columbia,Colombie-Britannique,February,Février,2,a,2,a
2015,2015,BC,British Columbia,Colombie-Britannique,March,Mars,31,a,31,a
2015,2015,BC,British Columbia,Colombie-Britannique,April,Avril,82,a,82,a
2015,2015,BC,British Columbia,Colombie-Britannique,May,Mai,309,a,309,a
2015,2015,BC,British Columbia,Colombie-Britannique,June,Juin,443,a,443,a
2015,2015,BC,British Columbia,Colombie-Britannique,July,Juillet,538,a,538,a
2015,2015,BC,British Columbia,Colombie-Britannique,August,Août,404,a,404,a
2015,2015,BC,British Columbia,Colombie-Britannique,September,Septembre,31,a,31,a
2015,2015,MB,Manitoba,Manitoba,October,Octobre,2,a,2,a
2015,2015,MB,Manitoba,Manitoba,March,Mars,2,a,2,a
2015,2015,MB,Manitoba,Manitoba,April,Avril,50,a,50,a
2015,2015,MB,Manitoba,Manitoba,May,Mai,75,a,75,a
2015,2015,MB,Manitoba,Manitoba,June,Juin,151,a,151,a
2015,2015,MB,Manitoba,Manitoba,July,Juillet,169,a,169,a
2015,2015,MB,Manitoba,Manitoba,August,Août,13,a,13,a
2015,2015,MB,Manitoba,Manitoba,September,Septembre,1,a,1,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,3,a,3,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,April,Avril,3,a,3,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,May,Mai,165,a,165,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,June,Juin,3,a,3,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,22,a,22,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,August,Août,11,a,11,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,15,a,15,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,2,a,2,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,21,a,21,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,4,a,4,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,1,a,1,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,204,a,204,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,6,a,6,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,12,a,12,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,8,a,8,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,18,a,18,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,November,Novembre,4,a,4,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,60,a,60,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,125,a,125,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,41,a,41,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,27,a,27,a
2015,2015,ON,Ontario,Ontario,October,Octobre,14,a,14,a
2015,2015,ON,Ontario,Ontario,December,Décembre,1,a,1,a
2015,2015,ON,Ontario,Ontario,March,Mars,2,a,2,a
2015,2015,ON,Ontario,Ontario,April,Avril,64,a,64,a
2015,2015,ON,Ontario,Ontario,May,Mai,126,a,126,a
2015,2015,ON,Ontario,Ontario,June,Juin,132,a,132,a
2015,2015,ON,Ontario,Ontario,July,Juillet,165,a,165,a
2015,2015,ON,Ontario,Ontario,August,Août,116,a,116,a
2015,2015,ON,Ontario,Ontario,September,Septembre,55,a,55,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,5,a,5,a
2015,2015,QC,Quebec,Québec,October,Octobre,9,a,9,a
2015,2015,QC,Quebec,Québec,November,Novembre,3,a,3,a
2015,2015,QC,Quebec,Québec,December,Décembre,1,a,1,a
2015,2015,QC,Quebec,Québec,April,Avril,29,a,29,a
2015,2015,QC,Quebec,Québec,May,Mai,213,a,213,a
2015,2015,QC,Quebec,Québec,June,Juin,46,a,46,a
2015,2015,QC,Quebec,Québec,July,Juillet,40,a,40,a
2015,2015,QC,Quebec,Québec,August,Août,30,a,30,a
2015,2015,QC,Quebec,Québec,September,Septembre,21,a,21,a
2015,2015,SK,Saskatchewan,Saskatchewan,October,Octobre,12,a,12,a
2015,2015,SK,Saskatchewan,Saskatchewan,November,Novembre,1,a,1,a
2015,2015,SK,Saskatchewan,Saskatchewan,March,Mars,1,a,1,a
2015,2015,SK,Saskatchewan,Saskatchewan,April,Avril,74,a,74,a
2015,2015,SK,Saskatchewan,Saskatchewan,May,Mai,195,a,195,a
2015,2015,SK,Saskatchewan,Saskatchewan,June,Juin,258,a,258,a
2015,2015,SK,Saskatchewan,Saskatchewan,July,Juillet,148,a,148,a
2015,2015,SK,Saskatchewan,Saskatchewan,August,Août,38,a,38,a
2015,2015,SK,Saskatchewan,Saskatchewan,September,Septembre,8,a,8,a
2015,2015,YT,Yukon,Yukon,May,Mai,95,a,95,a
2015,2015,YT,Yukon,Yukon,June,Juin,83,a,83,a
2015,2015,YT,Yukon,Yukon,July,Juillet,5,a,5,a
2015,2015,YT,Yukon,Yukon,August,Août,2,a,2,a
2015,2015,YT,Yukon,Yukon,September,Septembre,1,a,1,a
2016,2016,AB,Alberta,Alberta,January,Janvier,7,a,7,a
2016,2016,AB,Alberta,Alberta,October,Octobre,14,a,14,a
2016,2016,AB,Alberta,Alberta,November,Novembre,13,a,13,a
2016,2016,AB,Alberta,Alberta,December,Décembre,4,a,4,a
2016,2016,AB,Alberta,Alberta,February,Février,12,a,12,a
2016,2016,AB,Alberta,Alberta,March,Mars,62,a,62,a
2016,2016,AB,Alberta,Alberta,April,Avril,287,a,287,a
2016,2016,AB,Alberta,Alberta,May,Mai,250,a,250,a
2016,2016,AB,Alberta,Alberta,June,Juin,402,a,402,a
2016,2016,AB,Alberta,Alberta,July,Juillet,221,a,221,a
2016,2016,AB,Alberta,Alberta,August,Août,128,a,128,a
2016,2016,AB,Alberta,Alberta,September,Septembre,85,a,85,a
2016,2016,BC,British Columbia,Colombie-Britannique,January,Janvier,3,a,3,a
2016,2016,BC,British Columbia,Colombie-Britannique,October,Octobre,12,a,12,a
2016,2016,BC,British Columbia,Colombie-Britannique,November,Novembre,3,a,3,a
2016,2016,BC,British Columbia,Colombie-Britannique,February,Février,7,a,7,a
2016,2016,BC,British Columbia,Colombie-Britannique,March,Mars,27,a,27,a
2016,2016,BC,British Columbia,Colombie-Britannique,April,Avril,158,a,158,a
2016,2016,BC,British Columbia,Colombie-Britannique,May,Mai,127,a,127,a
